symbol,exchange,company_name,display_name,en_company_name,watchlist_sector_l1,watchlist_sector_l2,watchlist_sector_l3,vietstock_sector_l1,vietstock_sector_l2,vietstock_sector_l3,website_group,financial_model,website_group_order,matched_keyword,mapping_confidence,suggestion_source,source_url,status,needs_review
NDW,UPCOM,CTCP Cấp nước Nam Định,Cấp nước Nam Định,Nam Dinh Water Supply Joint Stock Company,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/NDW/ho-so-doanh-nghiep.htm,OK,YES
NED,UPCOM,CTCP Đầu tư và Phát triển Điện Tây Bắc,Đầu tư và Phát triển Điện Tây Bắc,North - West Electric Investment and Development JSC,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Tiện ích,Phát điện độc lập và điện tái tạo,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/NED/ho-so-doanh-nghiep.htm,OK,YES
NET,HNX,CTCP Bột giặt NET,Bột giặt NET,NET Detergent Joint Stock Company,Tiêu dùng thiết yếu,Sản phẩm chăm sóc cá nhân và gia đình,Sản phẩm chăm sóc gia đình,Tiêu dùng thiết yếu,Sản phẩm chăm sóc cá nhân và gia đình,Sản phẩm chăm sóc gia đình,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/NET/ho-so-doanh-nghiep.htm,OK,YES
NHA,HOSE,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,Ha Noi South Housing and Urban Development Corporation,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/NHA/ho-so-doanh-nghiep.htm,OK,YES
NHH,HOSE,CTCP Nhựa Hà Nội,Nhựa Hà Nội,HaNoi Plastics Joint Stock Company,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Nguyên vật liệu,Hóa chất,,Hóa chất,NORMAL,10,hoa chat,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/NHH/ho-so-doanh-nghiep.htm,OK,NO
NHP,UPCOM,CTCP Sản xuất Xuất nhập khẩu NHP,Sản xuất Xuất nhập khẩu NHP,NHP Production Import - Export JSC,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Nguyên vật liệu,Hóa chất,,Hóa chất,NORMAL,10,hoa chat,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/NHP/ho-so-doanh-nghiep.htm,OK,NO
NHT,HOSE,CTCP Sản xuất và Thương mại Nam Hoa,Sản xuất và Thương mại Nam Hoa,Nam Hoa Trading & Production Corporation,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Nguyên vật liệu,Gỗ và giấy,,Gỗ & Giấy,NORMAL,24,go va giay,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/NHT/ho-so-doanh-nghiep.htm,OK,NO
NNC,HOSE,CTCP Đá Núi Nhỏ,Đá Núi Nhỏ,Nui Nho Stone JSC,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Nguyên vật liệu,Vật liệu xây dựng,,Vật liệu xây dựng,NORMAL,16,vat lieu xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/NNC/ho-so-doanh-nghiep.htm,OK,NO
NO1,HOSE,CTCP Tập đoàn 911,911,911 Group Joint Stock Company,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,Thương mại & Phân phối,NORMAL,33,phan phoi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/NO1/ho-so-doanh-nghiep.htm,OK,NO
NQN,UPCOM,CTCP Nước sạch Quảng Ninh,Nước sạch Quảng Ninh,Quang Ninh Clean Water JSC,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/NQN/ho-so-doanh-nghiep.htm,OK,YES
NS2,UPCOM,CTCP Nước sạch Số 2 Hà Nội,Nước sạch Số 2 Hà Nội,Ha Noi Water Supply Number 2 JSC,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/NS2/ho-so-doanh-nghiep.htm,OK,YES
NTB,UPCOM,CTCP Đầu tư Xây dựng và Khai thác Công trình Giao thông 584,Đầu tư Xây dựng và Khai thác Công trình Giao thông 584,Transport Engineering Construction & Business Investment JSC 584,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Bất động sản,Quản lý và phát triển bất động sản,,Xây dựng,NORMAL,15,ky thuat xay dung,WATCHLIST_FALLBACK,WATCHLIST,https://finance.vietstock.vn/NTB/ho-so-doanh-nghiep.htm,OK,YES
NTC,UPCOM,CTCP Khu Công nghiệp Nam Tân Uyên,Khu Công nghiệp Nam Tân Uyên,Nam Tan Uyen Joint Stock Company,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/NTC/ho-so-doanh-nghiep.htm,OK,YES
NTT,UPCOM,CTCP Dệt - May Nha Trang,Dệt - May Nha Trang,Nha Trang Textile Garment Joint Stock Company,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Dệt may,NORMAL,13,det may,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/NTT/ho-so-doanh-nghiep.htm,OK,NO
NVT,HOSE,CTCP Bất động sản Du lịch Ninh Vân Bay,Bất động sản Du lịch Ninh Vân Bay,Ninh Van Bay Travel Real Estate JSC,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Du lịch & Giải trí,NORMAL,27,giai tri,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/NVT/ho-so-doanh-nghiep.htm,OK,NO
OCH,HNX,CTCP One Capital Hospitality,One Capital Hospitality,One Capital Hospitality Joint Stock Company,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Thực phẩm & đồ uống,NORMAL,18,thuc pham,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/OCH/ho-so-doanh-nghiep.htm,OK,NO
OPC,HOSE,CTCP Dược phẩm OPC,Dược phẩm OPC,OPC Pharmaceutical Joint Stock Company,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Dược & Y tế,NORMAL,19,duoc,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/OPC/ho-so-doanh-nghiep.htm,OK,NO
PAP,UPCOM,CTCP Dầu khí Đầu tư Khai thác Cảng Phước An,Dầu khí Đầu tư Khai thác Cảng Phước An,PetroVietnam Phuoc An Port Investment And Operation Joint Stock Company,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PAP/ho-so-doanh-nghiep.htm,OK,YES
PAT,UPCOM,CTCP Phốt Pho Apatit Việt Nam,Phốt Pho Apatit Việt Nam,Vietnam Apatite ? Phosphorus Joint Stock Company,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Nguyên vật liệu,Hóa chất,,Hóa chất,NORMAL,10,hoa chat,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PAT/ho-so-doanh-nghiep.htm,OK,NO
PBC,UPCOM,CTCP Dược phẩm Trung Ương 1- Pharbaco,Dược phẩm Trung Ương 1- Pharbaco,Pharbaco Central Pharmaceutical JSC No.1,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Dược & Y tế,NORMAL,19,duoc,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PBC/ho-so-doanh-nghiep.htm,OK,NO
PCH,HNX,CTCP Nhựa Picomat,Nhựa Picomat,Picomat Plastic Joint Stock Company,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Nguyên vật liệu,Hóa chất,,Hóa chất,NORMAL,10,hoa chat,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PCH/ho-so-doanh-nghiep.htm,OK,NO
PCT,HNX,CTCP Vận tải biển Global Pacific,Vận tải biển Global Pacific,Global Pacific Shipping Joint Stock Company,Công nghiệp,Vận tải,Vận tải biển,Công nghiệp,Vận tải,Vận tải biển,Cảng & Logistics,NORMAL,14,van tai bien,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PCT/ho-so-doanh-nghiep.htm,OK,NO
PDN,HOSE,CTCP Cảng Đồng Nai,Cảng Đồng Nai,Dong Nai Port JSC,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PDN/ho-so-doanh-nghiep.htm,OK,YES
PDV,UPCOM,CTCP Vận Tải Và Tiếp Vận Phương Đông Việt,Vận Tải Và Tiếp Vận Phương Đông Việt,Phuong Dong Viet Shipping And Logistics Corporation,Công nghiệp,Vận tải,Vận tải biển,Công nghiệp,Vận tải,Vận tải biển,Cảng & Logistics,NORMAL,14,van tai bien,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PDV/ho-so-doanh-nghiep.htm,OK,NO
PEG,UPCOM,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - CTCP,Thương mại Kỹ thuật và Đầu tư - CTCP,Petec Trading and Investment Corporation,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Năng lượng,Thiết bị và dịch vụ năng lượng,,Hàng không,NORMAL,17,hang khong,WATCHLIST_FALLBACK,WATCHLIST,https://finance.vietstock.vn/PEG/ho-so-doanh-nghiep.htm,OK,YES
PFL,UPCOM,CTCP Dầu khí Đông Đô,Dầu khí Đông Đô,Petroleum Dong Do Joint Stock Company,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,Thương mại & Phân phối,NORMAL,33,phan phoi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PFL/ho-so-doanh-nghiep.htm,OK,NO
PGB,UPCOM,Ngân hàng TMCP Thịnh vượng và Phát triển,Thịnh vượng và Phát triển,Prosperity and Growth Commercial Joint Stock Bank,Tài chính,Tổ chức tín dụng,Ngân hàng,Tài chính,Tổ chức tín dụng,Ngân hàng,Ngân hàng,BANK,1,ngan hang,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PGB/ho-so-doanh-nghiep.htm,OK,NO
PGC,HOSE,Tổng Công ty Gas Petrolimex - CTCP,Gas Petrolimex - CTCP,Petrolimex Gas Corporation - JSC,Tiện ích,Tiện ích,Gas sinh hoạt,Tiện ích,Gas sinh hoạt,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PGC/ho-so-doanh-nghiep.htm,OK,YES
PGD,HOSE,CTCP Phân phối khí thấp áp Dầu khí Việt Nam,Phân phối khí thấp áp Dầu khí Việt Nam,PetroVietNam Low Pressure Gas Distribution JSC,Tiện ích,Tiện ích,Gas sinh hoạt,Tiện ích,Gas sinh hoạt,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PGD/ho-so-doanh-nghiep.htm,OK,YES
PGI,HOSE,Tổng Công ty cổ phần Bảo hiểm Petrolimex,Bảo hiểm Petrolimex,Petrolimex Insurance Corporation,Tài chính,Bảo hiểm,Bảo hiểm,Tài chính,Bảo hiểm,,Bảo hiểm,INSURANCE,3,bao hiem,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PGI/ho-so-doanh-nghiep.htm,OK,NO
PGS,HNX,CTCP Kinh doanh Khí Miền Nam,Kinh doanh Khí Miền Nam,Southern Gas Trading Joint Stock Company,Tiện ích,Tiện ích,Gas sinh hoạt,Tiện ích,Gas sinh hoạt,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PGS/ho-so-doanh-nghiep.htm,OK,YES
PGV,HOSE,Tổng Công ty Phát điện 3 - CTCP,Phát điện 3 - CTCP,Power Generation Joint Stock Corporation 3,Tiện ích,Tiện ích,Điện,Tiện ích,Điện,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PGV/ho-so-doanh-nghiep.htm,OK,YES
PHC,HOSE,CTCP Xây dựng Phục Hưng Holdings,Xây dựng Phục Hưng Holdings,Phuc Hung Holdings Construction JSC,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PHC/ho-so-doanh-nghiep.htm,OK,NO
PHS,UPCOM,CTCP Chứng khoán Phú Hưng,Chứng khoán Phú Hưng,Phu Hung Securities Corporation,Tài chính,Dịch vụ tài chính,Thị trường vốn,Tài chính,Dịch vụ tài chính,Thị trường vốn,Chứng khoán,SECURITIES,2,thi truong von,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PHS/ho-so-doanh-nghiep.htm,OK,NO
PIC,HNX,CTCP Đầu tư Điện lực 3,Đầu tư Điện lực 3,PC3 - Investment Joint Stock Company,Tiện ích,Tiện ích,Điện,Tiện ích,Điện,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PIC/ho-so-doanh-nghiep.htm,OK,YES
PIS,UPCOM,Tổng Công ty Pisico Bình Định - CTCP,Pisico Bình Định - CTCP,PISICO Binh Dinh Corporation JSC,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Nguyên vật liệu,Gỗ và giấy,,Gỗ & Giấy,NORMAL,24,go va giay,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PIS/ho-so-doanh-nghiep.htm,OK,NO
PJT,HOSE,CTCP Vận tải Xăng dầu Đường Thủy Petrolimex,Vận tải Xăng dầu Đường Thủy Petrolimex,Petrolimex Joint Stock Tanker Company,Năng lượng,Năng lượng,Dầu khí,Năng lượng,Dầu khí,,Dầu khí,NORMAL,6,dau khi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PJT/ho-so-doanh-nghiep.htm,OK,NO
PLP,HOSE,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,Sản xuất và Công nghệ Nhựa Pha Lê,Pha Le Plastics Manufacturing and Technology Joint Stock Company,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Nguyên vật liệu,Hóa chất,,Hóa chất,NORMAL,10,hoa chat,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PLP/ho-so-doanh-nghiep.htm,OK,NO
PMG,HOSE,CTCP Đầu tư và Sản xuất Petro Miền Trung,Đầu tư và Sản xuất Petro Miền Trung,Petro Center Corporation,Tiện ích,Tiện ích,Gas sinh hoạt,Tiện ích,Gas sinh hoạt,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PMG/ho-so-doanh-nghiep.htm,OK,YES
PMW,UPCOM,CTCP Cấp nước Phú Mỹ,Cấp nước Phú Mỹ,Phu My Water Supply Joint Stock Company,Tiện ích,Tiện ích,Nước,Tiện ích,Nước,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PMW/ho-so-doanh-nghiep.htm,OK,YES
POM,UPCOM,CTCP Thép Pomina,Thép Pomina,Pomina Steel Corporation,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Nguyên vật liệu,Khai khoáng và luyện kim,,Kim loại & Khoáng sản,NORMAL,32,khai khoang,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/POM/ho-so-doanh-nghiep.htm,OK,NO
POS,UPCOM,CTCP Vận hành và Xây lắp PTSC,Vận hành và Xây lắp PTSC,PTSC Offshore Services Joint Stock Company,Năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/POS/ho-so-doanh-nghiep.htm,OK,YES
PPH,UPCOM,Tổng Công ty cổ phần Phong Phú,Phong Phú,Phong Phu Corporation,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Dệt may,NORMAL,13,det may,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PPH/ho-so-doanh-nghiep.htm,OK,NO
PPI,UPCOM,CTCP Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương,Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương,Pacific Infrastructure Project Development & Investment Corporation,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PPI/ho-so-doanh-nghiep.htm,OK,YES
PQN,UPCOM,CTCP Dịch vụ Dầu khí Quảng Ngãi PTSC,Dịch vụ Dầu khí Quảng Ngãi PTSC,PTSC Quang Ngai Joint Stock Company,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PQN/ho-so-doanh-nghiep.htm,OK,NO
PRE,HNX,Tổng Công ty cổ phần Tái bảo hiểm Hà Nội,Tái bảo hiểm Hà Nội,Hanoi Reinsurance Joint Stock Corporation,Tài chính,Bảo hiểm,Bảo hiểm,Tài chính,Bảo hiểm,,Bảo hiểm,INSURANCE,3,bao hiem,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PRE/ho-so-doanh-nghiep.htm,OK,NO
PRT,UPCOM,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - CTCP,Sản xuất - Xuất nhập khẩu Bình Dương - CTCP,B?nh D??ng Production and Trading Goods Corportation,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Nguyên vật liệu,Hóa chất,,Hóa chất,NORMAL,10,hoa chat,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PRT/ho-so-doanh-nghiep.htm,OK,NO
PSB,UPCOM,CTCP Đầu tư Dầu khí Sao Mai - Bến Đình,Đầu tư Dầu khí Sao Mai - Bến Đình,Sao Mai - Ben Dinh Petroleum Investment JSC,Năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PSB/ho-so-doanh-nghiep.htm,OK,YES
PSD,HNX,CTCP Dịch vụ Phân phối Tổng hợp Dầu khí,Dịch vụ Phân phối Tổng hợp Dầu khí,Petroleum General Distribution Services JSC,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Hàng không,NORMAL,17,hang khong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PSD/ho-so-doanh-nghiep.htm,OK,NO
PSG,UPCOM,CTCP Đầu Tư và Xây lắp Dầu khí Sài Gòn,Đầu Tư và Xây lắp Dầu khí Sài Gòn,Petroleum Saigon Constrution And Investment JSC,Bất động sản,Bất động sản,Bất động sản đa dạng,Bất động sản,Bất động sản đa dạng,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PSG/ho-so-doanh-nghiep.htm,OK,YES
PSH,UPCOM,CTCP Thương mại Đầu tư Dầu khí Nam Sông Hậu,Thương mại Đầu tư Dầu khí Nam Sông Hậu,Nam Song Hau Trading Investing Petroleum Joint Stock Company,Năng lượng,Năng lượng,Dầu khí,Năng lượng,Dầu khí,,Dầu khí,NORMAL,6,dau khi,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PSH/ho-so-doanh-nghiep.htm,OK,NO
PSI,HNX,CTCP Chứng khoán Dầu khí,Chứng khoán Dầu khí,Petrovietnam Securities Incorporated,Tài chính,Dịch vụ tài chính,Thị trường vốn,Tài chính,Dịch vụ tài chính,Thị trường vốn,Chứng khoán,SECURITIES,2,thi truong von,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PSI/ho-so-doanh-nghiep.htm,OK,NO
PSN,UPCOM,CTCP Dịch Vụ Kỹ Thuật PTSC Thanh Hóa,Dịch Vụ Kỹ Thuật PTSC Thanh Hóa,PTSC Thanh Hoa Technical Services Company,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PSN/ho-so-doanh-nghiep.htm,OK,YES
PSP,UPCOM,CTCP Cảng Dịch vụ Dầu khí Đình Vũ,Cảng Dịch vụ Dầu khí Đình Vũ,Dinh Vu Petroleum Service Port SJC,Công nghiệp,Vận tải,Hạ tầng giao thông,Công nghiệp,Vận tải,Hạ tầng giao thông,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PSP/ho-so-doanh-nghiep.htm,OK,YES
PTB,HOSE,CTCP Phú Tài,Phú Tài,Phu Tai Joint Stock Company,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Nguyên vật liệu,Gỗ và giấy,,Gỗ & Giấy,NORMAL,24,go va giay,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PTB/ho-so-doanh-nghiep.htm,OK,NO
PTC,HOSE,CTCP Đầu Tư Icapital,Đầu Tư Icapital,Icapital Investment Joint Stock Company,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,Dịch vụ công nghiệp,NORMAL,34,dich vu chuyen nghiep,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PTC/ho-so-doanh-nghiep.htm,OK,NO
PTI,HNX,Tổng Công ty cổ phần Bảo hiểm Bưu điện,Bảo hiểm Bưu điện,Post - Telecommunication Joint - Stock Insurance Corporation,Tài chính,Bảo hiểm,Bảo hiểm,Tài chính,Bảo hiểm,,Bảo hiểm,INSURANCE,3,bao hiem,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PTI/ho-so-doanh-nghiep.htm,OK,NO
PTL,HOSE,CTCP Victory Group,Victory Group,Victory Group Joint Stock Company,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Bất động sản,Quản lý và phát triển bất động sản,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PTL/ho-so-doanh-nghiep.htm,OK,YES
PTM,UPCOM,CTCP Sản xuất Thương mại và Dịch vụ Ô tô PTM,Sản xuất Thương mại và Dịch vụ Ô tô PTM,"PTM Automobile Service, Trading And Manufacturing Joint Stock Company",Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Hàng không,NORMAL,17,hang khong,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PTM/ho-so-doanh-nghiep.htm,OK,NO
PV2,HNX,CTCP Đầu tư PV2,Đầu tư PV2,PV2 Investment JSC,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính,Dịch vụ tài chính,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PV2/ho-so-doanh-nghiep.htm,OK,YES
PVA,UPCOM,CTCP Tổng Công ty Xây lắp Dầu khí Nghệ An,Xây lắp Dầu khí Nghệ An,PetroVietnam - Nghe An Construction JSC,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PVA/ho-so-doanh-nghiep.htm,OK,NO
PVB,HNX,CTCP Bọc ống Dầu khí Việt Nam,Bọc ống Dầu khí Việt Nam,PetroViet Nam Coating JSC,Năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PVB/ho-so-doanh-nghiep.htm,OK,YES
PVD,HOSE,Tổng Công ty cổ phần Khoan và Dịch vụ khoan Dầu khí,Khoan và Dịch vụ khoan Dầu khí,PetroVietnam Drilling & Well Services Corporation,Năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PVD/ho-so-doanh-nghiep.htm,OK,YES
PVE,UPCOM,Tổng Công ty Tư vấn thiết kế Dầu khí - CTCP,Tư vấn thiết kế Dầu khí - CTCP,PetroVietnam Engineering Consultancy JSC,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,Dịch vụ công nghiệp,NORMAL,34,dich vu chuyen nghiep,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PVE/ho-so-doanh-nghiep.htm,OK,NO
PVG,HNX,CTCP Kinh doanh LPG Việt Nam,Kinh doanh LPG Việt Nam,Petro VietNam LPG Joint Stock Company,Tiện ích,Tiện ích,Gas sinh hoạt,Tiện ích,Gas sinh hoạt,,Khác / cần duyệt,NORMAL,99,,REVIEW,,https://finance.vietstock.vn/PVG/ho-so-doanh-nghiep.htm,OK,YES
PVH,UPCOM,CTCP Xây lắp Dầu khí Thanh Hóa,Xây lắp Dầu khí Thanh Hóa,Thanh Hoa Petroleum Construction JSC,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Xây dựng,NORMAL,15,ky thuat xay dung,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PVH/ho-so-doanh-nghiep.htm,OK,NO
PVI,HNX,CTCP PVI,PVI,PVI Holdings,Tài chính,Bảo hiểm,Bảo hiểm,Tài chính,Bảo hiểm,,Bảo hiểm,INSURANCE,3,bao hiem,VIETSTOCK_RULE,VIETSTOCK,https://finance.vietstock.vn/PVI/ho-so-doanh-nghiep.htm,OK,NO
